label,q1,q2
1,Q036062,Q575508
1,Q675871,Q476994
1,Q639346,Q108438
1,Q433884,Q446198
1,Q720613,Q568355
1,Q610378,Q348844
1,Q281798,Q383133
1,Q292422,Q700334
1,Q268900,Q179508
1,Q198274,Q383002
1,Q054411,Q580315
1,Q374255,Q192618
1,Q180669,Q580846
1,Q586580,Q463368
1,Q454682,Q265134
1,Q339199,Q690045
1,Q113345,Q271211
1,Q367078,Q068778
1,Q306609,Q372922
1,Q139959,Q629145
1,Q274286,Q270424
1,Q062928,Q150241
1,Q682332,Q052258
1,Q366895,Q126150
1,Q100089,Q470555
1,Q206654,Q696465
1,Q514386,Q461007
1,Q718639,Q494418
1,Q136695,Q382228
1,Q579720,Q531428
1,Q373605,Q211990
1,Q105061,Q530764
1,Q093000,Q464497
1,Q618860,Q466495
1,Q569210,Q409958
1,Q348862,Q617067
1,Q273651,Q065061
1,Q712079,Q610504
1,Q505441,Q642532
1,Q254698,Q358137
1,Q582614,Q139612
1,Q119471,Q172561
1,Q459718,Q657113
1,Q016691,Q476054
1,Q249081,Q565970
1,Q059940,Q565051
1,Q506057,Q133787
1,Q219574,Q575166
1,Q243215,Q469287
1,Q606371,Q255724
1,Q269862,Q093622
1,Q128860,Q312743
1,Q052258,Q583480
1,Q515945,Q479638
1,Q571967,Q362880
1,Q312530,Q249364
1,Q681543,Q324625
1,Q075641,Q450498
1,Q583515,Q385798
1,Q402717,Q269433
1,Q431293,Q324529
1,Q421188,Q698001
1,Q062867,Q071002
1,Q517980,Q668936
1,Q056256,Q091525
1,Q486721,Q669193
1,Q510686,Q694130
1,Q480507,Q661982
1,Q095969,Q022777
1,Q695462,Q323040
1,Q481701,Q218473
1,Q173612,Q057845
1,Q484401,Q544642
1,Q662751,Q703666
1,Q723165,Q515547
1,Q344003,Q009808
1,Q503465,Q209042
1,Q040243,Q483224
1,Q683635,Q415962
1,Q611099,Q009244
1,Q162352,Q311456
1,Q057088,Q460657
1,Q216629,Q713399
1,Q618119,Q035009
1,Q324917,Q132564
1,Q181564,Q266137
1,Q071568,Q119369
1,Q516074,Q100259
1,Q529701,Q668613
1,Q397713,Q166008
1,Q011988,Q476295
1,Q260367,Q443071
1,Q398848,Q037752
1,Q525051,Q521309
1,Q357649,Q654244
1,Q068778,Q383718
1,Q722983,Q267597
1,Q289382,Q280327
1,Q707415,Q623739
1,Q002423,Q614836
1,Q268837,Q525982
1,Q169292,Q383133
1,Q591822,Q048561
1,Q248693,Q107378
1,Q241782,Q419935
1,Q137733,Q604213
1,Q621909,Q445071
1,Q650525,Q302077
1,Q287045,Q652942
1,Q152794,Q438625
1,Q228801,Q433478
1,Q537315,Q308791
1,Q186584,Q452416
1,Q057446,Q363094
1,Q521757,Q384146
1,Q429919,Q105903
1,Q701527,Q225809
1,Q399469,Q197806
1,Q429613,Q621909
1,Q243990,Q030283
1,Q485992,Q438008
1,Q454858,Q455965
1,Q024015,Q623511
1,Q149996,Q710565
1,Q093142,Q188445
1,Q155624,Q278033
1,Q007711,Q271915
1,Q631962,Q492945
1,Q563755,Q647099
1,Q162352,Q081011
1,Q614226,Q563771
1,Q569789,Q082974
1,Q596828,Q338869
1,Q351263,Q204380
1,Q268920,Q562585
1,Q600507,Q408706
1,Q606474,Q106856
1,Q361438,Q410777
1,Q537315,Q600123
1,Q314693,Q718736
1,Q127780,Q125713
1,Q163750,Q271361
1,Q389578,Q578569
1,Q158721,Q599325
1,Q595732,Q082643
1,Q708803,Q629570
1,Q250661,Q539364
1,Q480967,Q603602
1,Q329540,Q625103
1,Q684468,Q620238
1,Q716744,Q595401
1,Q061358,Q639346
1,Q682839,Q295887
1,Q233278,Q482625
1,Q546319,Q535253
1,Q381138,Q661537
1,Q012075,Q414290
1,Q484792,Q338859
1,Q622710,Q319302
1,Q528416,Q425125
1,Q401545,Q428764
1,Q634647,Q242747
1,Q686635,Q722645
1,Q642737,Q459039
1,Q206051,Q544238
1,Q429613,Q092028
1,Q686167,Q002050
1,Q015924,Q082061
1,Q551423,Q646717
1,Q549521,Q363572
1,Q173468,Q332978
1,Q002989,Q522487
1,Q380745,Q554850
1,Q243624,Q149996
1,Q673228,Q022959
1,Q126706,Q284648
1,Q592938,Q676038
1,Q162352,Q425377
1,Q116967,Q634331
1,Q289613,Q253559
1,Q495358,Q339925
1,Q162817,Q493240
1,Q506527,Q405292
1,Q329596,Q307612
1,Q640549,Q632342
1,Q661495,Q251328
1,Q558278,Q706643
1,Q529647,Q336196
1,Q160968,Q137164
1,Q027689,Q100089
1,Q053813,Q523634
1,Q644159,Q371154
1,Q592868,Q180060
1,Q407480,Q176966
1,Q276109,Q328885
1,Q061546,Q478525
1,Q702252,Q110423
1,Q250087,Q341801
1,Q522268,Q592238
1,Q190519,Q043075
1,Q223146,Q331473
1,Q228418,Q023948
1,Q476211,Q671610
1,Q150486,Q066217
1,Q509071,Q031398
1,Q256428,Q053001
1,Q414697,Q450044
1,Q411268,Q537547
1,Q527422,Q436466
1,Q692560,Q039894
1,Q541032,Q177383
1,Q566531,Q563441
1,Q710903,Q273617
1,Q033279,Q423859
1,Q622362,Q502372
1,Q225809,Q196961
1,Q479637,Q715390
1,Q368127,Q468624
1,Q064468,Q250087
1,Q100671,Q078989
1,Q502374,Q030466
1,Q393777,Q100089
1,Q481701,Q652273
1,Q541654,Q225276
1,Q055407,Q455299
1,Q517735,Q620882
1,Q658921,Q487847
1,Q728114,Q552858
1,Q005111,Q266465
1,Q389578,Q456113
1,Q522179,Q474173
1,Q339303,Q399489
1,Q519780,Q207259
1,Q671859,Q505007
1,Q379846,Q388259
1,Q068064,Q247865
1,Q143912,Q611338
1,Q379685,Q131349
1,Q452559,Q529423
1,Q540411,Q495170
1,Q052258,Q581699
1,Q167373,Q066137
1,Q364005,Q236793
1,Q471004,Q476522
1,Q224522,Q417138
1,Q280873,Q458620
1,Q277074,Q091001
1,Q666215,Q501305
1,Q463368,Q127519
1,Q520567,Q525236
1,Q399096,Q298506
1,Q248966,Q046273
1,Q150486,Q476191
1,Q128661,Q080437
1,Q006663,Q694291
1,Q176319,Q132760
1,Q004270,Q246937
1,Q151261,Q432969
1,Q264109,Q466600
1,Q217420,Q158721
1,Q024015,Q300971
1,Q071399,Q240014
1,Q328052,Q292950
1,Q617255,Q439159
1,Q458543,Q347716
1,Q620238,Q272188
1,Q215270,Q387095
1,Q080239,Q234689
1,Q187234,Q166693
1,Q244687,Q166773
1,Q020927,Q578129
1,Q071028,Q693063
1,Q525982,Q014397
1,Q324857,Q611503
1,Q659656,Q023771
1,Q141955,Q372655
1,Q481539,Q454858
1,Q411759,Q647527
1,Q551990,Q573361
1,Q375754,Q067766
1,Q293132,Q508335
1,Q181481,Q020916
1,Q482625,Q116386
1,Q011988,Q267334
1,Q048101,Q226524
1,Q356264,Q442249
1,Q446201,Q314986
1,Q282675,Q498012
1,Q709655,Q501044
1,Q251324,Q547596
1,Q251403,Q165592
1,Q551740,Q225276
1,Q351263,Q674923
1,Q390318,Q541297
1,Q540823,Q049682
1,Q698559,Q533276
1,Q260029,Q188637
1,Q664130,Q012126
1,Q716760,Q492345
1,Q649341,Q052791
1,Q568704,Q246427
1,Q237675,Q155062
1,Q550264,Q340957
1,Q722607,Q247100
1,Q275740,Q494179
1,Q100107,Q160968
1,Q115050,Q568230
1,Q524978,Q582402
1,Q272616,Q055304
1,Q079152,Q436579
1,Q675807,Q512266
1,Q349609,Q066137
1,Q179216,Q614465
1,Q666527,Q278924
1,Q398810,Q114525
1,Q653336,Q061195
1,Q666599,Q384146
1,Q350241,Q440542
1,Q130496,Q000856
1,Q617852,Q446760
1,Q665947,Q450044
1,Q292572,Q335803
1,Q672377,Q561240
1,Q377653,Q119645
1,Q169270,Q606351
1,Q532432,Q367822
1,Q316015,Q534264
1,Q673855,Q124471
1,Q231410,Q137810
1,Q329238,Q554218
1,Q469588,Q049001
1,Q668833,Q436231
1,Q250661,Q460472
1,Q684962,Q205557
1,Q498454,Q345478
1,Q105734,Q517980
1,Q360729,Q443818
1,Q455299,Q489400
1,Q421876,Q558945
1,Q313854,Q159627
1,Q475257,Q486102
1,Q371836,Q442620
1,Q596363,Q557885
1,Q398295,Q052258
1,Q012075,Q318865
1,Q321041,Q013693
1,Q636513,Q061290
1,Q575564,Q076163
1,Q100249,Q174959
1,Q493240,Q588336
1,Q350740,Q002989
1,Q111606,Q520567
1,Q473470,Q661478
1,Q203758,Q110404
1,Q343591,Q153028
1,Q144254,Q063972
1,Q687950,Q135863
1,Q665283,Q530359
1,Q382147,Q410328
1,Q040682,Q519393
1,Q535718,Q623885
1,Q202833,Q164341
1,Q563757,Q706206
1,Q156779,Q158556
1,Q347520,Q502161
1,Q576754,Q240175
1,Q287123,Q570999
1,Q003698,Q131349
1,Q385314,Q355732
1,Q476404,Q180669
1,Q124494,Q154000
1,Q609341,Q101885
1,Q661564,Q640589
1,Q251234,Q423094
1,Q559914,Q648488
1,Q232392,Q639346
1,Q399394,Q202245
1,Q298094,Q421188
1,Q538843,Q412136
1,Q095818,Q271975
1,Q236697,Q667769
1,Q215247,Q027569
1,Q159317,Q639443
1,Q128001,Q599904
1,Q535753,Q390375
1,Q697402,Q340904
1,Q534604,Q473230
1,Q050210,Q034075
1,Q286750,Q214761
1,Q667157,Q659164
1,Q023630,Q361819
1,Q690045,Q372386
1,Q430945,Q657878
1,Q229975,Q246044
1,Q019396,Q187144
1,Q286935,Q680777
1,Q556979,Q004202
1,Q245290,Q285855
1,Q240693,Q052072
1,Q124230,Q686167
1,Q293132,Q154583
1,Q312984,Q095138
1,Q346406,Q591597
1,Q457803,Q317214
1,Q019989,Q057432
1,Q070312,Q652701
1,Q481340,Q419935
1,Q119471,Q502043
1,Q389372,Q443955
1,Q474040,Q625159
1,Q479638,Q575342
1,Q271021,Q405292
1,Q707359,Q073096
1,Q545640,Q014157
1,Q461668,Q455653
1,Q005608,Q565943
1,Q288874,Q699173
1,Q444557,Q329238
1,Q039618,Q250087
1,Q533129,Q293132
1,Q080239,Q416352
1,Q584473,Q020446
1,Q126150,Q334329
1,Q518638,Q076902
1,Q268010,Q469546
1,Q693349,Q448259
1,Q637666,Q123197
1,Q094323,Q146310
1,Q141033,Q553914
1,Q680574,Q015374
1,Q709407,Q611099
1,Q659963,Q366698
1,Q485992,Q461007
1,Q445508,Q162964
1,Q469355,Q164341
1,Q085589,Q145914
1,Q532377,Q658665
1,Q316918,Q488162
1,Q481701,Q437166
1,Q313854,Q119241
1,Q096805,Q395060
1,Q223843,Q492322
1,Q522738,Q634023
1,Q460815,Q334937
1,Q016691,Q691808
1,Q555790,Q484401
1,Q415703,Q209532
1,Q206548,Q218962
1,Q132787,Q560861
1,Q207259,Q407215
1,Q716322,Q667856
1,Q645396,Q659849
1,Q689698,Q645732
1,Q444256,Q684914
1,Q127561,Q442336
1,Q073978,Q444898
1,Q502516,Q027411
1,Q097551,Q303707
1,Q517980,Q512332
1,Q207259,Q497462
1,Q629691,Q288880
1,Q131349,Q442997
1,Q299397,Q100321
1,Q468180,Q579796
1,Q190303,Q069226
1,Q695941,Q240014
1,Q647994,Q628548
1,Q141955,Q615989
1,Q521589,Q229042
1,Q622086,Q317619
1,Q228171,Q487093
1,Q135431,Q006887
1,Q331708,Q391297
1,Q037995,Q569592
1,Q703497,Q324776
1,Q250128,Q083475
1,Q094964,Q551265
1,Q076671,Q036401
1,Q349609,Q618119
1,Q257681,Q711179
1,Q322861,Q277966
1,Q617818,Q289444
1,Q360835,Q133879
1,Q292722,Q504613
1,Q029106,Q521796
1,Q206051,Q438121
1,Q069226,Q432723
1,Q709464,Q675912
1,Q085056,Q312688
1,Q662451,Q131875
1,Q078989,Q240026
1,Q490136,Q235469
1,Q331641,Q410288
1,Q266686,Q566531
1,Q344450,Q165123
1,Q366920,Q282763
1,Q424583,Q607737
1,Q374091,Q082294
1,Q276109,Q385845
1,Q454993,Q009333
1,Q032452,Q338859
1,Q033279,Q152794
1,Q165794,Q321771
1,Q385904,Q176999
1,Q448733,Q380756
1,Q417138,Q438121
1,Q265063,Q606773
1,Q351366,Q580116
1,Q512266,Q572601
1,Q387332,Q339684
1,Q343077,Q321714
1,Q310848,Q412136
1,Q263085,Q569797
1,Q222062,Q588971
1,Q530088,Q605299
1,Q485992,Q031216
1,Q590927,Q086532
1,Q117637,Q018347
1,Q405307,Q136663
1,Q609432,Q244129
1,Q418123,Q424969
1,Q421758,Q411075
1,Q080993,Q122174
1,Q127163,Q440465
1,Q320166,Q250087
1,Q018896,Q443955
1,Q078028,Q160505
1,Q560770,Q532411
1,Q188027,Q686621
1,Q180060,Q669243
1,Q403938,Q176784
1,Q498088,Q597782
1,Q368127,Q392256
1,Q153854,Q141033
1,Q360604,Q487997
1,Q456022,Q424359
1,Q419339,Q704181
1,Q172499,Q189924
1,Q152247,Q181481
1,Q449940,Q017551
1,Q653899,Q321367
1,Q018717,Q255111
1,Q203215,Q100089
1,Q063748,Q597573
1,Q263180,Q414887
1,Q030466,Q288690
1,Q143964,Q172558
1,Q688287,Q234615
1,Q617812,Q130104
1,Q599904,Q335448
1,Q592292,Q017851
1,Q143342,Q549797
1,Q205246,Q298663
1,Q639312,Q243187
1,Q358400,Q498088
1,Q037544,Q586908
1,Q302152,Q356434
1,Q524407,Q039894
1,Q158442,Q023241
1,Q357151,Q077693
1,Q325632,Q710676
1,Q187933,Q595436
1,Q546725,Q211990
1,Q337429,Q709988
1,Q721758,Q290098
1,Q675912,Q591822
1,Q661495,Q303507
1,Q661495,Q588100
1,Q605791,Q489328
1,Q660925,Q085589
1,Q407285,Q205928
1,Q180517,Q391077
1,Q133787,Q065723
1,Q093448,Q337064
1,Q128489,Q365962
1,Q288579,Q211483
1,Q366457,Q515533
1,Q000350,Q115698
1,Q409624,Q646717
1,Q270450,Q033891
1,Q251674,Q258828
1,Q080993,Q619363
1,Q351263,Q420605
1,Q376644,Q569535
1,Q300397,Q035165
1,Q456519,Q547513
1,Q065742,Q328268
1,Q305642,Q264825
1,Q200223,Q247865
1,Q245686,Q444793
1,Q021853,Q633118
1,Q723602,Q266488
1,Q562867,Q636162
1,Q646165,Q164019
1,Q509071,Q426601
1,Q353394,Q189249
1,Q326255,Q345837
1,Q680118,Q423849
1,Q381558,Q555455
1,Q274866,Q459787
1,Q637524,Q593547
1,Q033290,Q264969
1,Q408878,Q614609
1,Q195666,Q218655
1,Q022777,Q308139
1,Q604579,Q384499
1,Q081794,Q114358
1,Q393053,Q058859
1,Q380311,Q014237
1,Q505708,Q246502
1,Q301762,Q413211
1,Q647994,Q365444
1,Q329705,Q136685
1,Q285656,Q498648
1,Q642548,Q323413
1,Q688291,Q672044
1,Q241764,Q119471
1,Q429561,Q635461
1,Q205928,Q502566
1,Q421188,Q458443
1,Q315522,Q405322
1,Q230572,Q246342
1,Q069040,Q552813
1,Q431293,Q537338
1,Q661478,Q294607
1,Q600825,Q250193
1,Q253628,Q390804
1,Q475251,Q562862
1,Q398979,Q715144
1,Q405162,Q266335
1,Q514153,Q413211
1,Q126955,Q138006
1,Q172946,Q497601
1,Q070644,Q374285
1,Q491101,Q160505
1,Q234184,Q715144
1,Q494312,Q405731
1,Q260959,Q136037
1,Q129731,Q443865
1,Q032956,Q705781
1,Q214937,Q688913
1,Q086782,Q387153
1,Q569679,Q390548
1,Q383273,Q512864
1,Q464181,Q686635
1,Q672863,Q719763
1,Q269862,Q100642
1,Q564399,Q714174
1,Q695524,Q271211
1,Q095527,Q494303
1,Q613598,Q702140
1,Q543673,Q474450
1,Q582944,Q051961
1,Q200024,Q605388
1,Q098480,Q578815
1,Q213784,Q477247
1,Q664805,Q409624
1,Q224387,Q405861
1,Q100363,Q370506
1,Q033284,Q681550
1,Q092001,Q018308
1,Q357348,Q230277
1,Q205928,Q593547
1,Q520567,Q685695
1,Q587058,Q246036
1,Q722861,Q411407
1,Q388132,Q421188
1,Q521897,Q613980
1,Q174111,Q076417
1,Q368127,Q360122
1,Q398810,Q377615
1,Q486963,Q312984
1,Q622362,Q156931
1,Q531777,Q611620
1,Q118509,Q612092
1,Q706206,Q062626
1,Q044530,Q144131
1,Q569535,Q405861
1,Q243775,Q547596
1,Q293203,Q495170
1,Q099824,Q451912
1,Q497740,Q438184
1,Q223916,Q246433
1,Q671933,Q522879
1,Q458822,Q271211
1,Q612723,Q325253
1,Q355606,Q466742
1,Q499841,Q386087
1,Q614465,Q128097
1,Q184834,Q615659
1,Q554859,Q113754
1,Q128946,Q152407
1,Q183266,Q119645
1,Q105820,Q018717
1,Q561659,Q412663
1,Q167983,Q175495
1,Q613452,Q263179
1,Q554102,Q354605
1,Q628735,Q425111
1,Q299869,Q508748
1,Q331975,Q154788
1,Q628124,Q647032
1,Q411977,Q000350
1,Q004521,Q180669
1,Q273323,Q166888
1,Q035631,Q004861
1,Q204859,Q561981
1,Q546441,Q550536
1,Q117637,Q285484
1,Q393497,Q176109
1,Q361438,Q213152
1,Q534178,Q681032
1,Q335113,Q717142
1,Q104010,Q296575
1,Q119029,Q498333
1,Q233534,Q037898
1,Q459907,Q202258
1,Q145450,Q208649
1,Q018717,Q710431
1,Q348190,Q427904
1,Q210056,Q246036
1,Q436579,Q341579
1,Q066879,Q345514
1,Q149927,Q314764
1,Q326315,Q655644
1,Q699080,Q177565
1,Q168497,Q055304
1,Q585182,Q285398
1,Q288716,Q429651
1,Q126657,Q594457
1,Q136685,Q066438
1,Q412136,Q559930
1,Q135206,Q371616
1,Q351263,Q611906
1,Q504596,Q569153
1,Q632342,Q434076
1,Q054959,Q673647
1,Q425937,Q160843
1,Q216038,Q428338
1,Q553434,Q588078
1,Q120493,Q529005
1,Q246034,Q619504
1,Q053813,Q154338
1,Q633721,Q517156
1,Q590544,Q670017
1,Q381699,Q270939
1,Q636458,Q569210
1,Q164019,Q688801
1,Q150486,Q680118
1,Q204658,Q037800
1,Q409378,Q307406
1,Q014237,Q100887
1,Q389578,Q233288
1,Q092597,Q341046
1,Q338260,Q224221
1,Q256884,Q119369
1,Q473738,Q192687
1,Q671234,Q045844
1,Q654197,Q507198
1,Q091391,Q090807
1,Q177613,Q061048
1,Q135431,Q055385
1,Q696465,Q175495
1,Q170286,Q377415
1,Q628938,Q033290
1,Q471841,Q027535
1,Q533671,Q427262
1,Q223704,Q187144
1,Q424489,Q102133
1,Q286795,Q453619
1,Q245686,Q695765
1,Q242407,Q468180
1,Q118648,Q127815
1,Q344450,Q203694
1,Q489959,Q525982
1,Q654163,Q364296
1,Q171337,Q163281
1,Q118535,Q579918
1,Q494303,Q586722
1,Q680210,Q362657
1,Q158313,Q451912
1,Q477022,Q232779
1,Q417010,Q155588
1,Q062195,Q063959
1,Q206701,Q166385
1,Q184009,Q672670
1,Q249907,Q443818
1,Q083475,Q615989
1,Q113345,Q667868
1,Q250326,Q092597
1,Q678823,Q131371
1,Q350230,Q233045
1,Q190924,Q284034
1,Q226803,Q559428
1,Q121082,Q105045
1,Q602349,Q166358
1,Q672670,Q531914
1,Q119241,Q558560
1,Q388701,Q242325
1,Q030466,Q381339
1,Q180951,Q062779
1,Q604180,Q414010
1,Q424625,Q258140
1,Q249782,Q120955
1,Q240014,Q362657
1,Q616016,Q592938
1,Q285396,Q430202
1,Q669708,Q425883
1,Q001480,Q709354
1,Q717527,Q166693
1,Q606153,Q216211
1,Q410852,Q135151
1,Q534714,Q000350
1,Q617379,Q556257
1,Q141443,Q176802
1,Q339307,Q359222
1,Q193159,Q401273
1,Q195740,Q656929
1,Q458627,Q299681
1,Q443410,Q205367
1,Q515790,Q436579
1,Q478115,Q464221
1,Q115090,Q070973
1,Q145397,Q454966
1,Q608967,Q133331
1,Q160576,Q212145
1,Q371500,Q529423
1,Q466552,Q592018
1,Q641857,Q581056
1,Q023514,Q509799
1,Q074119,Q224779
1,Q216299,Q280414
1,Q206701,Q538918
1,Q031062,Q414588
1,Q112162,Q466495
1,Q424969,Q238056
1,Q485810,Q153549
1,Q223146,Q625594
1,Q388029,Q653560
1,Q562171,Q020201
1,Q554888,Q036853
1,Q415333,Q176256
1,Q482314,Q703237
1,Q371990,Q080831
1,Q235356,Q428189
1,Q280414,Q114902
1,Q525982,Q596170
1,Q127796,Q550218
1,Q094586,Q415962
1,Q206911,Q502511
1,Q166773,Q020022
1,Q665740,Q262023
1,Q409765,Q583522
1,Q393770,Q591245
1,Q246560,Q188646
1,Q681032,Q136750
1,Q105583,Q724751
1,Q225959,Q194805
1,Q690553,Q052258
1,Q679467,Q553367
1,Q604579,Q241759
1,Q596126,Q302152
1,Q568504,Q604368
1,Q699699,Q682803
1,Q015850,Q711713
1,Q400745,Q498778
1,Q120655,Q398598
1,Q324917,Q286926
1,Q659623,Q380745
1,Q581056,Q411157
1,Q159317,Q695740
1,Q247100,Q293203
1,Q699173,Q705743
1,Q250193,Q440465
1,Q251825,Q591245
1,Q041585,Q679688
1,Q371990,Q042272
1,Q532138,Q054223
1,Q615568,Q352724
1,Q009959,Q697089
1,Q193011,Q246138
1,Q299700,Q137401
1,Q316015,Q217357
1,Q502372,Q238765
1,Q088349,Q542671
1,Q269754,Q502391
1,Q459155,Q693675
1,Q550264,Q536107
1,Q618119,Q709334
1,Q512556,Q518705
1,Q400745,Q540430
1,Q481753,Q305075
1,Q611338,Q342640
1,Q488079,Q302073
1,Q621909,Q195487
1,Q530359,Q422951
1,Q267060,Q669193
1,Q618983,Q717877
1,Q708499,Q290098
1,Q306055,Q151047
1,Q685695,Q499216
1,Q280416,Q476828
1,Q372965,Q651360
1,Q115090,Q347211
1,Q284282,Q552360
1,Q280673,Q066137
1,Q149859,Q724484
1,Q187144,Q170286
1,Q089587,Q142970
1,Q469610,Q374285
1,Q216190,Q667868
1,Q116260,Q027684
1,Q151047,Q544603
1,Q518815,Q698664
1,Q224294,Q421623
1,Q462101,Q619584
1,Q076107,Q387332
1,Q460472,Q148273
1,Q004270,Q141611
1,Q520620,Q452275
1,Q220750,Q243192
1,Q326885,Q505614
1,Q714440,Q455983
1,Q388631,Q207259
1,Q544178,Q459344
1,Q644102,Q300627
1,Q619589,Q174314
1,Q668340,Q365617
1,Q624931,Q099671
1,Q149996,Q525177
1,Q123727,Q115103
1,Q679886,Q137084
1,Q140236,Q113548
1,Q100363,Q154553
1,Q541297,Q709334
1,Q705351,Q439060
1,Q674295,Q333930
1,Q703476,Q160215
1,Q414371,Q295223
1,Q393466,Q380588
1,Q463829,Q311272
1,Q660133,Q145122
1,Q045336,Q586029
1,Q710432,Q243770
1,Q027662,Q308054
1,Q201058,Q705835
1,Q451912,Q012198
1,Q060775,Q030466
1,Q677649,Q512063
1,Q373845,Q206051
1,Q659768,Q480408
1,Q014123,Q587415
1,Q727195,Q591039
1,Q023630,Q267863
1,Q644673,Q295006
1,Q204399,Q373576
1,Q320243,Q250128
1,Q224680,Q442336
1,Q444633,Q537829
1,Q710275,Q515399
1,Q166008,Q212744
1,Q482314,Q541654
1,Q102726,Q178954
1,Q526780,Q091269
1,Q030047,Q005793
1,Q277489,Q342400
1,Q612421,Q473094
1,Q243215,Q593308
1,Q563717,Q611093
1,Q268566,Q342710
1,Q417138,Q112953
1,Q082365,Q116425
1,Q185147,Q135985
1,Q425933,Q314986
1,Q447501,Q471447
1,Q136750,Q128587
1,Q168497,Q159317
1,Q551877,Q522453
1,Q333470,Q693029
1,Q380554,Q693360
1,Q366457,Q104106
1,Q012426,Q418220
1,Q123973,Q025408
1,Q107604,Q040742
1,Q546312,Q078126
1,Q646036,Q634331
1,Q455983,Q239907
1,Q616067,Q488626
1,Q073714,Q585400
1,Q187144,Q051475
1,Q441487,Q505559
1,Q493838,Q140772
1,Q104010,Q209042
1,Q384280,Q008043
1,Q356925,Q061271
1,Q021178,Q212935
1,Q070512,Q179755
1,Q158407,Q637746
1,Q709774,Q548753
1,Q271513,Q401545
1,Q109424,Q065806
1,Q361404,Q053756
1,Q424638,Q463418
1,Q664130,Q253233
1,Q436359,Q684962
1,Q336677,Q575166
1,Q289868,Q496148
1,Q408041,Q562867
1,Q244982,Q195417
1,Q166703,Q618893
1,Q625252,Q066879
1,Q591843,Q648169
1,Q679948,Q137051
1,Q099411,Q209042
1,Q722861,Q093622
1,Q350241,Q046374
1,Q115447,Q347930
1,Q176966,Q639443
1,Q306383,Q184333
1,Q068243,Q031216
1,Q464492,Q639967
1,Q650811,Q721779
1,Q208060,Q228634
1,Q308961,Q431520
1,Q110090,Q527945
1,Q465788,Q359068
1,Q062867,Q583103
1,Q539437,Q513070
1,Q458613,Q526049
1,Q347552,Q069208
1,Q528505,Q689530
1,Q136007,Q193882
1,Q226803,Q524558
1,Q211990,Q090637
1,Q463368,Q562585
1,Q649798,Q140120
1,Q598578,Q307543
1,Q071062,Q004611
1,Q615256,Q053001
1,Q503834,Q694277
1,Q326885,Q413525
1,Q324076,Q119365
1,Q502391,Q494061
1,Q329799,Q494418
1,Q551622,Q542774
1,Q414588,Q699965
1,Q459108,Q353992
1,Q174111,Q153854
1,Q685446,Q536365
1,Q436081,Q085101
1,Q078244,Q582123
1,Q325289,Q086532
1,Q398998,Q543223
1,Q114043,Q404618
1,Q551655,Q472030
1,Q054411,Q159822
1,Q158721,Q227644
1,Q015396,Q669193
1,Q481146,Q048561
1,Q243770,Q291797
1,Q015850,Q540503
1,Q692491,Q322200
1,Q637000,Q049956
1,Q230698,Q095138
1,Q725558,Q201237
1,Q054899,Q647527
1,Q103623,Q476054
1,Q048561,Q046297
1,Q080586,Q053001
1,Q382168,Q366457
1,Q512266,Q515533
1,Q430895,Q264359
1,Q266079,Q394686
1,Q485074,Q406500
1,Q374285,Q114497
1,Q646476,Q592016
1,Q038654,Q021022
1,Q547113,Q037427
1,Q721752,Q009478
1,Q397873,Q599341
1,Q445171,Q078508
1,Q399096,Q073035
1,Q105702,Q329596
1,Q386331,Q107715
1,Q654233,Q555455
1,Q507413,Q663778
1,Q424359,Q211291
1,Q121598,Q405292
1,Q360505,Q687325
1,Q591843,Q479352
1,Q085339,Q567601
1,Q288716,Q085107
1,Q711142,Q150725
1,Q398670,Q213983
1,Q462680,Q350241
1,Q111990,Q057092
1,Q002222,Q280416
1,Q409624,Q475016
1,Q655511,Q607458
1,Q501606,Q467470
1,Q560432,Q103623
1,Q583905,Q654144
1,Q649777,Q525982
1,Q100673,Q098689
1,Q377415,Q104115
1,Q535253,Q225097
1,Q453871,Q334943
1,Q388659,Q125805
1,Q121813,Q417138
1,Q091746,Q654244
1,Q267770,Q698976
1,Q591905,Q073096
1,Q225809,Q509884
1,Q344405,Q586439
1,Q278081,Q436081
1,Q351366,Q370114
1,Q082238,Q032785
1,Q553985,Q380588
1,Q141164,Q092815
1,Q023073,Q335148
1,Q493240,Q112162
1,Q686686,Q672739
1,Q642548,Q105903
1,Q057231,Q095998
1,Q551423,Q024566
1,Q201388,Q267166
1,Q288962,Q514153
1,Q005107,Q177042
1,Q639967,Q222235
1,Q551959,Q550568
1,Q184340,Q461743
1,Q161765,Q432583
1,Q314752,Q579947
1,Q329543,Q146855
1,Q096795,Q173446
1,Q129852,Q004270
1,Q064059,Q444492
1,Q675912,Q396172
1,Q236416,Q248784
1,Q143554,Q091414
1,Q515392,Q371154
1,Q372080,Q360947
1,Q409976,Q565943
1,Q715222,Q696944
1,Q478245,Q336925
1,Q621801,Q052258
1,Q261700,Q383266
1,Q620238,Q554648
1,Q487997,Q014793
1,Q371976,Q201591
1,Q204399,Q458822
1,Q652797,Q360722
1,Q066137,Q340517
1,Q282184,Q096926
1,Q324857,Q418431
1,Q618674,Q367437
1,Q500914,Q397713
1,Q529005,Q202258
1,Q437288,Q131349
1,Q108985,Q655735
1,Q669193,Q116382
1,Q475251,Q050674
1,Q678777,Q005396
1,Q698623,Q450044
1,Q365259,Q037544
1,Q164575,Q116129
